Label,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18
MCI,0.15831415,0.212470178,0.04107948,0.027308093,-0.119378971,0.014891884,0.06125254,0.011068722,0.024116643,0.022744543,0.11121211,0.032605647,-0.046831653,-0.111598383,0.059023553,-0.005556127,0.009125975,0.145748062
MCI,0.161070615,0.206739337,0.026493406,0.046437544,-0.137895677,0.013841302,0.064105279,0.017446053,0.01505844,0.005897982,0.111888239,-0.011595235,-0.023826028,-0.10183418,0.080278904,0.008159864,-0.028628001,0.134352851
MCI,0.09664349,0.211146752,0.102315478,0.081659833,-0.1405537,0.054192773,0.077300602,0.115159615,0.027750874,0.016028411,0.058330711,0.059606938,0.01709829,-0.122955957,0.045157327,0.025300744,0.033743655,0.127058546
MCI,0.150796722,0.195876248,0.010621124,0.046728405,-0.124463113,0.007688191,0.082938671,-0.034222812,0.028184469,0.010213706,0.121235448,0.022871661,-0.008347015,-0.106888871,0.038432959,0.027645482,0.006076429,0.141151054
MCI,0.074790802,0.250078749,0.141298759,0.089535455,-0.097978831,0.091897363,0.05790146,0.114884013,0.013292286,0.039681718,0.050521454,0.057034509,0.006794565,-0.074356926,0.055034523,0.045815601,0.054859383,0.160120519
MCI,0.107061714,0.239261691,0.104882597,0.065991303,-0.078609015,0.060201321,0.096592355,0.054907515,0.00293203,0.018824635,0.071651602,0.044510295,-0.03256723,-0.084088494,0.066120118,0.025382321,0.041967151,0.182358129
MCI,0.106764316,0.203184704,0.079050943,0.064750922,-0.082519937,0.021929972,0.101415108,0.015567002,0.00497205,0.037947414,0.08141772,0.007812705,-0.037531157,-0.112869532,0.044835056,0.037339639,0.017091676,0.183595696
MCI,0.067282594,0.207534454,0.153037798,0.100718611,-0.12735712,0.066763201,0.094366488,0.153553221,0.016551905,0.060460048,0.023543196,0.09750703,0.039159022,-0.093025085,0.050164608,0.008881949,0.050834907,0.150550679
MCI,0.107359352,0.214812806,0.048367669,0.066205839,-0.104306544,0.060650581,0.049060751,0.031253097,0.029152068,0.013646781,0.043887907,0.023407977,-0.0075469,-0.140189971,0.062372843,0.012968861,0.011510571,0.182265725
MCI,0.102433508,0.231229304,0.085047518,0.066491828,-0.091060327,0.072511797,0.07005562,0.024065676,0.032911114,0.026904449,0.062739926,0.061214443,0.005264931,-0.116610074,0.042253395,0.028503675,0.034011888,0.155392935
MCI,0.08441721,0.223042895,0.064321755,0.048386778,-0.12167075,0.078932382,0.073859548,0.052631591,0.029137714,0.048992012,0.074617647,0.055309545,0.000230777,-0.129873482,0.056503937,0.036095297,0.022126097,0.161285001
MCI,0.095382089,0.230294355,0.081635291,0.075691279,-0.107530888,0.034407831,0.057009744,0.063185719,0.008478072,0.061576821,0.075006469,0.000705714,-0.014213061,-0.104503961,0.059063469,0.021204306,0.009758731,0.135305491
MCI,0.078653943,0.231774515,0.108492838,0.056052864,-0.102540847,0.043496061,0.091895215,0.075417989,-0.000982256,0.038671775,0.026468181,0.027032605,0.040706255,-0.116097561,0.051203266,0.042934874,0.029681213,0.1371887
MCI,0.118782092,0.223163623,0.055572545,0.077937809,-0.076523681,0.052969985,0.056412173,0.02205922,0.020522853,0.025200121,0.060675172,-0.02752558,-0.065581409,-0.149909819,0.053718806,0.031690825,0.019715481,0.1508026
MCI,0.092678753,0.235869656,0.124443448,0.057449703,-0.168526628,0.092333853,0.078620634,0.117786554,0.016988304,0.063714838,0.074093563,0.118272798,0.019632571,-0.03190595,0.077549766,0.034943933,0.011733063,0.13289382
MCI,0.096020435,0.18504458,0.056521646,0.053643846,-0.149296022,0.048252791,0.060276839,0.097274587,0.038648688,0.060023895,0.094255209,0.072990348,0.020929987,-0.130987947,0.019325073,0.004566517,0.009222183,0.089305748
MCI,0.134622176,0.201641677,0.079324608,0.064132292,-0.124903018,0.023989184,0.078379365,0.078284698,0.001128599,0.023432788,0.093624063,0.033185419,-0.041018648,-0.063703206,0.089991561,0.008073179,0.037435947,0.144456515
MCI,0.078168683,0.205965416,0.083676912,0.066922775,-0.122295901,0.016602472,0.073928107,0.063111112,0.009187954,0.040177039,0.017501857,0.021935062,0.023879804,-0.124659957,0.074164489,0.009539512,0.028319477,0.179998508
MCI,0.086507875,0.233389247,0.106612674,0.067988585,-0.133657972,0.062988991,0.070769579,0.088036888,0.01507685,0.0574729,0.063281358,0.041431456,0.003525743,-0.111935042,0.046281798,0.022138599,-0.001623046,0.101286598
MCI,0.122069422,0.20867998,0.043559426,0.073815482,-0.115809154,0.03727693,0.091572893,0.058508455,0.013898366,0.072564289,0.09505799,0.018098594,-0.027189776,-0.143293407,0.039985409,0.019335805,-0.020052377,0.077467502
MCI,0.103104622,0.227092506,0.078169357,0.060744067,-0.10566586,0.007480506,0.087161157,0.04470272,0.009384396,0.026540127,0.065174206,0.013859381,-0.003068568,-0.119299533,0.040305088,0.02445166,0.034349045,0.177
MCI,0.110495039,0.233435231,0.056548213,0.055145177,-0.093234941,0.034305751,0.070920247,0.064216515,0.009882649,0.02262182,0.05659642,0.010681261,-0.002965355,-0.146598327,0.064949367,0.018491687,0.028031374,0.155277261
MCI,0.093184908,0.248144284,0.065573762,0.052826972,-0.100108885,0.066625458,0.095180971,0.059097002,0.010650009,0.037697965,0.056269862,0.041499374,-0.014484724,-0.135705747,0.052654445,0.032448238,0.002659739,0.139864883
MCI,0.120654197,0.230653834,0.087288206,0.063360711,-0.101103141,0.031997447,0.059998597,0.041583537,0.015267636,0.008449984,0.03375703,-0.007289503,-0.022618053,-0.122664026,0.064523625,0.039844121,0.016163481,0.159836729
MCI,0.081601321,0.253437208,0.088779554,0.064197483,-0.083177409,0.092490516,0.085318084,0.097181293,0.000431526,0.033609992,0.061912284,0.048951247,-0.024911877,-0.119082553,0.061946497,0.026509568,0.032131218,0.148854666
MCI,0.131071938,0.234855411,0.042266973,0.035943513,-0.108765873,0.026368997,0.079531204,0.018665999,0.016565489,0.012397178,0.109307251,0.029227725,-0.020958092,-0.111832013,0.039142858,0.024455908,0.015403485,0.16531138
MCI,0.086711137,0.246578071,0.091469332,0.072763906,-0.10462266,0.060914342,0.092856577,0.090463417,0.013195478,0.05041372,0.076349447,0.052770466,-0.003220534,-0.117369583,0.039872392,0.010526676,0.030604115,0.125274874
MCI,0.119894266,0.20233974,0.041707987,0.06542275,-0.138419095,0.015401244,0.064887101,0.073577624,0.013543105,0.038410774,0.066534163,0.002260702,-0.003318161,-0.136183761,0.058409219,0.002697585,0.016114128,0.13786208
MCI,0.087638561,0.232877008,0.098758701,0.058205371,-0.090822994,0.050903445,0.10481402,0.093587602,0.012494578,0.055008684,0.05421968,0.051192,0.008000628,-0.126338611,0.042377009,0.007783866,0.008899898,0.140582985
MCI,0.104815554,0.243540235,0.080756883,0.052435346,-0.085382544,0.059394563,0.073481773,0.0733033,0.006975829,0.018879423,0.055293632,0.030462982,0.00945039,-0.118092976,0.041562512,0.017826898,0.001639265,0.145279572
MCI,0.115968658,0.232376559,0.061749995,0.042870217,-0.099884287,0.023490881,0.078878931,0.004102657,0.024593667,0.045801647,0.078950458,0.051865936,-0.010109471,-0.098272337,0.048127263,0.004677526,0.031128721,0.181790231
MCI,0.074046786,0.194383352,0.039197083,0.066761628,-0.128688919,0.01635745,0.092383488,0.075338395,0.001957309,0.062375785,0.063057772,0.043896196,0.043529034,-0.152088742,0.040331275,0.027385444,0.001589511,0.118325329
MCI,0.066231463,0.210757031,0.071455143,0.052455026,-0.139903559,0.049110641,0.108704033,0.089721633,0.011795744,0.025728902,0.02093902,0.050409429,0.023754039,-0.124972223,0.064554612,0.026529358,0.036363302,0.16025329
MCI,0.100701847,0.226432978,0.076299429,0.077896958,-0.069448395,0.059503299,0.090290389,0.074379358,0.012729191,0.019520476,0.041194596,0.040714337,0.009880499,-0.132681671,0.032069468,0.02290011,0.012909069,0.135251512
MCI,0.106404702,0.214990227,0.055142563,0.047652465,-0.128509492,0.006681542,0.094058945,0.053588856,0.017061438,0.056846741,0.077127795,0.063365974,0.00551278,-0.099172274,0.051811744,0.020170067,0.019761109,0.157937926
MCI,0.098378843,0.198218885,0.084116915,0.06623982,-0.132580565,0.036667601,0.074556224,0.1050072,0.026850885,0.087793314,0.123930215,0.108641501,-0.000870152,-0.054607072,0.033284358,-0.0212624,0.046592592,0.161656686
MCI,0.124147168,0.211884389,0.0428042,0.061563733,-0.122358165,0.043262702,0.087978539,0.091278932,0.005844184,0.038741172,0.090586453,0.037139604,0.028175351,-0.11183804,0.051646425,0.023068966,-0.003811311,0.081821111
MCI,0.118341502,0.194113669,0.084895056,0.085063841,-0.1605192,0.026436236,0.053337438,0.037212785,0.02832602,0.044773753,0.049129531,0.035786832,0.024932616,-0.09807583,0.083615632,0.017685256,0.025558656,0.163390777
MCI,0.104158046,0.19725813,0.052113401,0.059189373,-0.144317245,0.020359989,0.083373586,0.077707429,0.016182461,0.028246512,0.03654035,0.000455507,0.029862517,-0.133873653,0.064693709,0.016157878,0.005216035,0.150404246
MCI,0.077211747,0.217089434,0.099470703,0.057043661,-0.119992507,0.026097655,0.081390716,0.065370781,0.005152995,0.024308063,0.049704672,0.031861129,0.015355633,-0.102748061,0.047016162,0.0340185,0.054086113,0.186821854
MCI,0.14418463,0.212204873,0.050458245,0.068543024,-0.112333173,0.024899643,0.056079979,0.048921102,0.005573737,0.017325763,0.051770006,-0.029730537,-0.03674277,-0.129804213,0.084640906,0.006692063,0.018143577,0.137843083
MCI,0.095495403,0.196104469,0.101498134,0.047209223,-0.127963946,0.111939625,0.085362478,0.098323803,0.017384877,0.097369617,0.049742409,0.054321758,-0.018655015,-0.0811552,0.064028005,0.03681254,0.017281914,0.04683242
MCI,0.137410603,0.167847021,0.050670299,0.057039721,-0.148367228,0.025008877,0.093552233,0.057186087,0.03102419,0.067196122,0.093611958,0.047344206,-0.009738948,-0.128014767,0.030708178,-0.007188683,0.008902478,0.052010367
MCI,0.133577707,0.187091659,0.057025382,0.033578241,-0.128335626,-0.010181262,0.098825599,-0.002060105,-0.002430892,0.029378929,0.095223994,-0.013067192,-0.023562614,-0.096698645,0.060898385,0.031782766,-0.001373684,0.146150552
MCI,0.109366445,0.198465495,0.029029519,0.070224793,-0.112023866,0.046186797,0.091413147,0.014486222,0.030177614,0.041375114,0.042858693,0.028170211,-0.011613899,-0.142925904,0.043966972,0.028109599,-0.007570971,0.132363373
MCI,0.097457097,0.220672968,0.120934186,0.10947582,-0.103845172,0.042218265,0.093122542,0.04270295,0.011452016,0.050051,0.075957866,0.011880671,-0.019618296,-0.111050093,0.022874146,0.005983624,0.025856311,0.129670943
MCI,0.200036114,0.134160833,0.034066254,0.059071399,-0.133185621,0.071048797,0.044645032,0.034911979,0.038159183,0.111143328,0.077481118,0.079623288,-0.011713968,-0.047353378,0.025151302,0.025391596,-0.006120288,0.105029171
MCI,0.101291167,0.206627919,0.029945749,0.066942254,-0.116934604,0.033487016,0.045613063,0.053832563,0.018424825,0.016819372,0.060515584,0.022370765,-0.015975052,-0.148078105,0.075436775,0.043794977,0.009898917,0.171062546
MCI,0.051431256,0.247298436,0.099361185,0.089722543,-0.076511587,0.110871443,0.086673482,0.125098837,-0.005894899,0.049476718,0.041245222,0.059844093,-0.035875263,-0.13096816,0.068233767,0.037594947,0.033384692,0.131277231
MCI,0.164905216,0.162481779,-0.003654678,0.035661507,-0.113888397,-0.007803595,0.095035357,-0.016478094,0.015696616,0.009211076,0.112680409,-0.019794579,-0.060954504,-0.120708628,0.080293308,0.003273963,-0.026754078,0.108650439
MCI,0.101699018,0.222641241,0.085982537,0.053521393,-0.118976645,0.036459757,0.090233024,0.07763084,0.021093388,0.039332861,0.034602312,0.047075151,-0.000893447,-0.114752227,0.055921467,0.010182265,0.000991226,0.118070811
MCI,0.124429059,0.15389512,0.008577278,0.086033582,-0.126543019,0.052200589,0.079563385,0.026537789,0.034038547,0.042526456,0.076680025,-0.022744947,-0.048414906,-0.149831176,0.063726218,0.010897466,-0.026269039,0.064707616
MCI,0.079606542,0.23150669,0.101940705,0.087476656,-0.070045342,0.04119633,0.108904114,0.062946078,0.020211383,0.04825373,0.047084873,0.060654513,-0.042456305,-0.130590847,0.040286603,-0.000101678,0.053073867,0.156479321
MCI,0.189620439,0.141879689,-0.017834368,0.076026991,-0.12263983,-0.000456235,0.06563253,0.102448261,0.040413582,0.029489427,0.101502758,0.047506841,-0.037917702,-0.114872167,0.044428569,-0.035997604,0.008941378,0.073084665
MCI,0.100008504,0.193824741,0.062788856,0.035690099,-0.125852622,0.048182274,0.067277708,0.034313284,0.024462846,0.024688755,0.026348317,-0.002270422,-0.011610885,-0.139378537,0.062875584,0.02231675,0.022058002,0.157859152
MCI,0.092433,0.218897978,0.059690845,0.069448788,-0.122688487,0.021147898,0.062049582,0.061411401,0.013575117,0.03330331,0.061292378,0.017184979,-0.002887132,-0.126261923,0.054352474,0.035843718,0.023127128,0.168440189
MCI,0.120400417,0.20520239,0.074563741,0.079023886,-0.145886769,0.061310251,0.048847402,0.072160298,0.02339942,0.041858291,0.094212822,0.04328856,0.008887826,-0.108057436,0.063379789,0.017918847,0.026964755,0.125205501
MCI,0.11039384,0.248617511,0.092606999,0.050862016,-0.070513366,0.031602327,0.11347621,0.06626043,0.004292439,0.021893503,0.057326756,0.03325881,-0.018239108,-0.093789591,0.043208156,0.037031027,0.017693059,0.155298631
MCI,0.121854537,0.178322723,0.046034473,0.06037669,-0.131526409,0.04874801,0.090403407,0.040636018,-0.009860299,0.010380446,0.073202812,0.02765572,-0.024523792,-0.132066943,0.082076656,0.017459058,0.004618929,0.142650642
MCI,0.07469894,0.222905958,0.069876943,0.062478055,-0.108510569,0.060580236,0.064779354,0.071598165,0.018813693,0.027871891,0.037645596,0.07253128,0.00699156,-0.127171532,0.057999498,0.018015242,0.035293349,0.17166317
MCI,0.10548114,0.200498036,0.02139423,0.054184609,-0.115102718,0.045100526,0.082381949,0.066516478,0.032865853,0.024524513,0.057764807,0.026907579,-0.014180193,-0.152770172,0.041407228,0.043823983,0.000642496,0.122734125
MCI,0.148074188,0.185287824,-0.014716353,0.033265015,-0.112988824,-0.001009299,0.077974858,-0.00975782,0.030782091,0.004308065,0.074745217,-0.027630002,-0.000864797,-0.192843318,0.04185543,0.015894118,-0.010255777,0.110720765
MCI,0.142679946,0.194700007,-0.002559991,0.048166521,-0.131657346,0.034736899,0.080196593,0.078570534,0.024728063,0.025837655,0.08272069,0.011889276,-0.02773469,-0.147332525,0.065164528,-0.026419403,-0.018405704,0.076740619
MCI,0.092480208,0.23869552,0.09026446,0.068794355,-0.111410517,0.047147588,0.066717995,0.064624965,0.017763079,0.037899754,0.063628704,0.02324282,-0.007772477,-0.107367783,0.061576368,0.044034626,0.014531868,0.164407638
MCI,0.088808124,0.209655861,0.121483435,0.068769116,-0.156072433,0.018914688,0.079582033,0.069079849,0.006245726,0.043010005,0.040181565,0.018085277,0.018800545,-0.074490514,0.057928481,0.032840891,0.026459887,0.118413614
MCI,0.113159046,0.203616777,0.026725229,0.041263402,-0.109131647,0.027390307,0.093736413,0.050981635,0.006487678,0.007329486,0.046797003,-0.012915056,-0.04293116,-0.14722926,0.062984486,0.01431478,-0.002222317,0.158405654
MCI,0.113264772,0.186990839,0.01778052,0.03088898,-0.165705422,0.028910041,0.065045975,0.031048446,0.03030288,0.024659384,0.068547739,0.02476389,0.044151084,-0.142398126,0.062297483,0.01705784,-0.014271637,0.135772187
MCI,0.112072942,0.239812231,0.086063937,0.051468308,-0.101873333,0.01922832,0.073306929,0.050285499,-0.001394817,0.02998407,0.0961037,0.018929783,-0.034450897,-0.072123339,0.048382919,0.008438587,0.005889158,0.155730699
MCI,0.105207022,0.248147721,0.068167107,0.037381662,-0.095761475,0.039389798,0.075156334,0.016878094,0.011892138,0.021571826,0.083428841,0.034021018,-0.046642944,-0.087678398,0.066855015,0.032752403,0.015480213,0.202900071
MCI,0.097568322,0.215269582,0.061779619,0.056263714,-0.117414672,0.033862865,0.079933383,0.019102267,0.021530123,0.000525847,0.063867732,0.051328509,-0.019864818,-0.114507377,0.083940741,0.032408669,0.029579137,0.225090198
MCI,0.188835754,0.149115048,0.012343287,0.044017448,-0.143860642,0.012521513,0.0624915,0.018594315,0.045170652,0.033506992,0.106058835,0.013810112,-0.011228614,-0.150343783,0.031166782,0.002958716,-0.022143682,0.05855381
MCI,0.116876959,0.218432575,0.047751533,0.033326339,-0.111208683,0.056537699,0.086682145,0.021582622,0.022289429,-0.004230877,0.076608213,0.044039893,-0.016876695,-0.137140896,0.058192045,0.037401485,0.027882559,0.210819801
MCI,0.101612181,0.215686073,0.046087653,0.077346526,-0.113338747,0.012276108,0.073594142,0.059570477,0.026176683,0.022806596,0.077605084,0.052053396,0.00135291,-0.139141506,0.044820732,0.02407644,0.009067145,0.156201598
MCI,0.067930825,0.246348978,0.10968215,0.064818222,-0.078065291,0.10936976,0.070684895,0.072138006,0.013895616,0.040205306,0.030419846,0.038975423,0.003174882,-0.116898097,0.041700444,0.062062078,0.029772848,0.15924025
MCI,0.122292349,0.129609065,-0.022926148,0.010303779,-0.187195557,0.056252734,0.120672659,0.040295433,0.010907427,0.050290234,0.113773534,0.039732626,0.00471982,-0.098274926,0.029587346,0.072728736,-0.038185086,0.048110558
MCI,0.135047424,0.157845444,0.017517262,0.048892947,-0.1909966,0.035055824,0.018524703,0.017054954,0.023256871,0.036302535,0.10659631,0.011154804,0.044754138,-0.132675871,0.057360615,0.018348695,-0.020372984,0.110208874
MCI,0.157719153,0.193119428,0.003576249,0.033237676,-0.12968591,0.014684294,0.085705269,-0.005156933,0.02554844,0.011637124,0.103110073,0.001095947,-0.051444046,-0.135866104,0.068511018,0.014885976,-0.02398008,0.127698213
MCI,0.089865545,0.212757493,0.04040183,0.078328257,-0.095758295,0.050196645,0.070626758,0.055206415,0.019836775,0.045485061,0.074961843,0.059037812,-0.022982018,-0.151296898,0.050291536,-0.000960142,0.019168829,0.148440856
MCI,0.145341457,0.222332429,0.055601182,0.06938911,-0.121314279,0.04337672,0.060717023,0.044375756,0.011601358,0.060054128,0.118089598,0.044743047,-0.040293164,-0.054661529,0.07076374,-0.01030723,0.00630317,0.130617081
MCI,0.175327059,0.107946915,-0.020834869,0.076254032,-0.144965,0.048954836,0.049937569,0.059058305,0.025097225,0.115727318,0.139082265,0.00709699,-0.026087197,-0.083338556,0.035473203,-0.019311316,-0.029335989,0.103080385
MCI,0.116663022,0.199713619,0.062937649,0.068771561,-0.104629849,0.012290472,0.090894433,0.012651983,0.002905354,0.023647142,0.079369895,0.0111825,-0.016515103,-0.108099571,0.059924278,0.043466709,0.022988837,0.165200996
MCI,0.129394963,0.213983266,0.046443875,0.058487295,-0.10676725,0.039492176,0.075809965,0.057197469,0.011956446,0.006448232,0.059699853,0.001211489,-0.010789057,-0.140976374,0.046826524,0.022955645,-0.003856708,0.107574633
MCI,0.144090415,0.161760198,0.016398582,0.062250011,-0.121722129,0.02546012,0.076995367,-0.014418171,0.038382603,0.034271055,0.082137789,-0.003401439,-0.017772989,-0.145743015,0.055915511,-0.003334555,-0.025822869,0.094737882
MCI,0.107752245,0.214960074,0.083469729,0.08443122,-0.106534711,0.052596654,0.064560749,0.102775493,0.020553859,0.044473791,0.053879168,0.022714628,-0.02849974,-0.100654513,0.072540553,0.009599692,0.027982436,0.134319463
MCI,0.07037426,0.206534715,0.086435211,0.098944305,-0.149071814,0.061873736,0.065751574,0.09503143,0.007886977,0.044269027,0.061084157,0.035266109,0.003796438,-0.13339378,0.057473498,0.047327239,0.020149228,0.142537234
MCI,0.092563071,0.248308344,0.060540809,0.052350268,-0.094456602,0.03653443,0.087827322,0.0073904,0.014058722,0.019957795,0.069686782,0.064837072,-0.019425083,-0.094758764,0.064709382,0.044530614,0.014525721,0.215076941
MCI,0.086069928,0.238954957,0.063999537,0.038071212,-0.113054479,0.053683742,0.095717498,0.041764901,0.011093287,0.037408593,0.065888492,0.013752057,0.016185051,-0.127947791,0.03319237,0.043560903,0.019056295,0.144226119
MCI,0.137290655,0.174210916,0.011939514,0.081658474,-0.135892188,0.021674207,0.067010682,0.028846173,0.01681393,-0.003562737,0.062100799,-0.0141048,-0.036188101,-0.154773955,0.069566551,0.040559619,-0.005510857,0.113537273
MCI,0.098877571,0.175739815,0.082043156,0.080493139,-0.105795253,0.081370988,0.132957251,0.033130605,0.02453487,0.040148955,0.049180682,-0.004921823,-0.072537464,-0.145824119,0.053164715,-0.001503679,0.01626833,0.116368469
MCI,0.142085725,0.196571422,0.002807477,0.052694396,-0.08004227,0.016625404,0.099113236,0.011154742,0.035705392,0.033409913,0.080332038,0.01504349,-0.033907101,-0.191764444,0.021471571,0.001052093,-0.012218954,0.0932
MCI,0.095918123,0.228572235,0.120690301,0.060094375,-0.134255913,0.053838068,0.101970917,0.072140542,0.024528429,0.049479631,0.051736074,0.079342408,-0.000513704,-0.085260234,0.037321468,0.021107573,0.028161922,0.112758593
MCI,0.108117883,0.210915433,0.069963342,0.077394309,-0.117247307,0.059418165,0.065010781,0.08232787,0.014331413,0.015089757,0.031118244,0.017157187,0.007311458,-0.127393741,0.063218971,0.020132756,0.003696679,0.154352862
MCI,0.101608284,0.2238511,0.064443911,0.053264447,-0.116874332,0.037869918,0.084438546,0.040945452,0.013298334,0.050889277,0.086500742,0.016547333,-0.003330727,-0.115939631,0.041494024,0.045537231,0.006732729,0.136743971
MCI,0.095444175,0.235315434,0.063284838,0.031099606,-0.09536314,0.041940073,0.0921537,0.051104293,0.000339497,0.007575639,0.045459568,0.007332317,0.025410709,-0.135508219,0.04262879,0.05144471,0.033782767,0.182157361
MCI,0.154385609,0.183497155,0.039864324,0.061764639,-0.127406636,0.025484699,0.051582293,0.030782185,0.0305726,-0.001430355,0.037527932,0.005576469,-0.01579825,-0.145888875,0.07824241,0.000387283,0.006506761,0.151514185
MCI,0.142016282,0.248082256,0.06165215,0.051685608,-0.091825521,0.058604359,0.060910032,0.007574406,0.020211682,-0.000670538,0.065544645,0.024084763,-0.053545566,-0.089974289,0.069338509,0.026777391,0.006621297,0.169347547
MCI,0.173599889,0.168515195,-0.013401425,0.030505702,-0.166108131,0.058118995,0.065554361,0.032960339,0.032908015,0.052629863,0.110965364,0.028976181,0.003446391,-0.096777785,0.062854092,-0.013075989,-0.032276417,0.108601857
MCI,0.086482699,0.215188597,0.049833321,0.033791305,-0.086560579,0.095921001,0.090707491,0.044744224,0.010979513,0.004731213,0.038046997,0.035920195,-0.060229706,-0.110574209,0.065998019,0.0450956,0.030720997,0.17678087
MCI,0.13472365,0.214982313,0.023086945,0.035763359,-0.119137999,0.016311071,0.066965294,0.005934585,0.021654803,0.027530396,0.077053774,0.001488071,-0.01639305,-0.157340636,0.041795725,0.022413646,0.016188802,0.143734722
MCI,0.039087621,0.229838774,0.134001555,0.057131553,-0.118816798,0.095870732,0.049738826,0.092576566,0.013180302,0.043462904,0.05018269,0.113912427,0.04251066,-0.074878467,0.047945819,0.050396793,0.056669982,0.190795155
MCI,0.071548555,0.239722365,0.121173695,0.061473971,-0.105713421,0.086661659,0.090625407,0.12095763,0.008486906,0.016861671,0.026614847,0.064374753,0.035419301,-0.096903122,0.055681213,0.045085868,0.047436919,0.168466094
MCI,0.116550178,0.229390174,0.080497316,0.067569919,-0.11415375,0.046227852,0.072024669,0.041588311,0.020167918,0.024240726,0.050067488,-0.0000973,-0.012307554,-0.126780162,0.067424662,0.024802665,-0.018575562,0.129774397
MCI,0.100724648,0.215321008,0.07176678,0.065397884,-0.119279415,0.091677541,0.086434053,0.057276247,0.021350706,0.036050884,0.075394092,0.06350578,-0.009953646,-0.122995663,0.045006292,0.008050556,0.026729091,0.121510116
MCI,0.075740118,0.254868023,0.121623603,0.052445033,-0.090459345,0.067997166,0.113262912,0.090918327,-0.006331941,0.038376996,0.031699618,0.026022332,-0.003018072,-0.110372571,0.034899222,0.039136327,0.023893871,0.134737485
MCI,0.105204882,0.197123559,0.07995048,0.049129183,-0.150793778,0.069759872,0.081860325,0.086605939,0.019475082,0.052789302,0.069590673,0.071146378,0.000545461,-0.105551877,0.071915059,0.019965183,0.018986448,0.120464224
MCI,0.11001072,0.203763293,0.069436334,0.044492784,-0.144453813,0.085188671,0.066950196,0.01917825,0.036336328,0.028703161,0.058653892,0.032248054,-0.008610458,-0.106904513,0.068103953,0.023503916,0.029282888,0.152528769
MCI,0.227948823,0.114505348,-0.059026935,0.059807244,-0.124357147,0.150278449,0.077692891,0.092104966,0.047771111,0.142916976,0.136167605,0.08962462,0.057615144,-0.028912389,0.070117297,0.099554758,0.03276392,-0.021460449
MCI,0.270703388,0.073743921,-0.066636416,0.03173935,-0.119629854,0.09816682,0.055925357,0.085942358,0.044327943,0.199078555,0.157084714,0.076368581,-0.006956358,-0.047317732,0.08050787,0.125674985,-0.003401893,-0.068969068
MCI,0.217187388,0.069785242,-0.073928094,0.073057214,-0.135934261,0.153638896,0.091766471,0.168099417,0.040470143,0.225955345,0.16497309,0.078953147,0.059064336,-0.025031213,0.035126648,0.101175603,0.003683721,-0.037014761
MCI,0.148539286,0.103152474,0.002505097,0.141468392,-0.104553679,0.044010413,0.090535354,0.04574943,0.035443462,0.099258315,0.134421801,0.027195165,-0.014401862,-0.141004626,0.099036947,0.034522217,0.03920812,-0.012917529
MCI,0.126696433,0.206917522,0.072104364,0.056887668,-0.115032364,0.067227745,0.094992257,0.084973717,0.009728646,0.083250781,0.110639026,0.063239522,0.0589973,-0.094349182,0.095812407,0.070049596,0.040507511,0.037202048
MCI,0.191712368,0.148983144,-0.093793873,0.037124119,-0.15380298,0.085157375,0.109239864,0.024914171,0.039673259,0.229656734,0.160219874,0.007015099,0.028031268,-0.097437906,0.127824122,0.020568677,0.065266972,-0.071604178
MCI,0.263447648,0.01375776,-0.124871587,0.089791557,-0.148152786,0.052960329,0.122,0.032516173,0.0908703,0.181083209,0.170202899,0.014146335,0.028980406,-0.078195019,0.08233449,0.024320784,0.018312767,-0.091317121
MCI,0.18146504,0.111061916,-0.152071415,0.103363996,-0.1178251,-0.006420852,0.095765719,-0.012755116,0.066362513,0.066257379,0.136807226,-0.050764268,0.040726899,-0.167656211,0.152865454,0.018013369,0.014990021,-0.051179108
MCI,0.185518636,0.085327905,-0.098772388,0.091293011,-0.151228946,0.03592124,0.135484476,0.029417231,0.130968897,0.165428892,0.149123034,-0.011998569,0.043342038,-0.12628267,0.13258686,0.012625312,0.019561431,-0.135429441
MCI,0.172325397,0.111631299,-0.06522875,0.050298039,-0.122162577,0.106024997,0.07373508,0.092388269,0.133897966,0.224199688,0.128414173,0.034497879,0.054648627,-0.024739773,0.056314611,0.094139315,0.048848461,-0.072816784
MCI,0.102737595,0.185981359,0.053973596,0.087818338,-0.101436555,0.077606246,0.099864342,0.058766342,0.011393523,0.129909152,0.131621552,0.05809844,0.021413525,-0.089269144,0.091345972,0.084447901,0.025744375,-0.013073984
MCI,0.171617001,0.190439836,-0.058286028,0.09428719,-0.09847431,0.053162269,0.090969853,0.003664885,0.035958779,0.061098736,0.106967645,-0.060857966,0.037282308,-0.088052103,0.122142805,0.041789089,0.042755991,-0.020245617
MCI,0.117689856,0.190732089,-0.009253059,0.129842659,-0.068117271,0.074545639,0.089034118,0.063923058,0.026152752,0.078114993,0.131663389,0.020826432,0.003300504,-0.093308672,0.124522812,0.075569944,0.033274627,-0.023594517
MCI,0.168367454,0.149729802,-0.07246111,0.0917116,-0.08615619,0.064563884,0.101153104,0.0162223,0.056044326,0.061673735,0.101305572,-0.022210967,-0.032023084,-0.160344992,0.127073059,0.040089991,0.014577879,-0.022398036
